lag_weeks,pearson,spearman
0,0.3273398555655804,0.3501671606000567
1,0.26167476933030964,0.21458793236182527
2,0.20984617577798867,0.17891204150295373
3,0.15435652912422052,0.16430162684324479
4,0.19945966919950942,0.20283911566490537
5,0.15799707963784212,0.12789469050557628
6,0.14077042502647782,0.13770064558714715
7,0.1789570423201324,0.13539302714352014
8,0.15480212258795037,0.13105741401511495
