lag_weeks,pearson,spearman
0,0.8335686338681426,0.6231389807294558
1,0.7360919850420067,0.42770997583128467
2,0.6998990807683619,0.41636263949979446
3,0.6470649159976873,0.4312160224872168
4,0.6096097988966419,0.410423340164899
5,0.596252462623907,0.4298276703459691
6,0.5616639781657242,0.4275141177969476
7,0.5566706707099078,0.4272028388886973
8,0.5322807052870693,0.4261125046585687
