lag_weeks,pearson,spearman
0,0.860223838742873,0.6563572744751693
1,0.8014144304944888,0.5645046869315951
2,0.7621547906297766,0.5752971567500543
3,0.7154054261821712,0.5613418684924496
4,0.6441607969027506,0.5766324573173878
5,0.605130681583942,0.5734810992069425
6,0.5630954319762633,0.532922306033945
7,0.5178809375475131,0.5255838228079102
8,0.4983706747848297,0.5460945849073062
