lag_weeks,pearson,spearman
0,0.3153750859072542,0.329648292654147
1,0.15324783173486703,0.1729163640139699
2,0.10906189573038753,0.15079851619688173
3,0.13837666590668374,0.15215150836181007
4,0.1298084704362107,0.13850385110476146
5,0.11070536862034044,0.13469496079752746
6,0.08332932568855861,0.12792909589010795
7,0.12545475936221986,0.1181992180732661
8,0.10845003990810911,0.12959836559698285
