lag_weeks,pearson,spearman
0,0.7566411988752522,0.7584716686033758
1,0.6208292123399708,0.6539242724123757
2,0.6037940926466026,0.6416139484373149
3,0.5921926115564875,0.6282116414738383
4,0.5937560425972679,0.6307794891173615
5,0.5881435944074751,0.6360964434735664
6,0.5156817285498165,0.6192395293922484
7,0.4910966915126812,0.6122998605258995
8,0.5062397016799414,0.6316016971553335
