lag_weeks,pearson,spearman
0,0.28207306052873504,0.2591247149438145
1,0.16301675474191238,0.06630590794609652
2,0.1811830563568158,0.10636635698965179
3,0.14790677130381805,0.06850341556845284
4,0.07998768333372124,0.023658215780222636
5,0.11773927533120528,0.0785503823103033
6,0.12103108511903118,0.08873866754959574
7,0.06566794126688287,0.06797564239622471
8,0.07386797425320224,0.061860403900496984
