lag_weeks,pearson,spearman
0,0.19416278475960239,0.18380604995506591
1,0.12471171775052514,0.12600554475446374
2,0.07507934252374156,0.07885681160981216
3,0.046467403456308516,0.04053868368809601
4,-0.013496749162922107,-0.0062759856912698204
5,-0.0334568144670818,-0.029941688027511872
6,-0.0026561068930293858,0.013393711533396897
7,0.028389976463185747,0.03944410679578126
8,-0.0012575746858330605,-0.017954623101098716
