lag_weeks,pearson,spearman
0,0.1079419308231093,0.14599617894208183
1,0.0886205744418329,0.11532185513108091
2,0.05617137009108508,0.08733855113650504
3,0.030865276728308026,0.054726331323191664
4,0.008198769363584983,0.04850360858349698
5,0.03667513043970762,0.06938377570304358
6,-0.00013435415956510404,0.05431487166089955
7,0.06323103781306726,0.07498066388979281
8,0.004675929959644461,0.04840161637753955
