lag_weeks,pearson,spearman
0,0.459140030860192,0.40739619035554026
1,0.3254344208161332,0.25634818777643475
2,0.287371615094384,0.23023906357135632
3,0.29001577662968353,0.20009766617844457
4,0.2720252313659196,0.215838873618304
5,0.2759878146387852,0.22737161342876583
6,0.22907372074513277,0.19277148769150126
7,0.21275232975986352,0.17117602956907377
8,0.25119180028017846,0.19193717861965737
