lag_weeks,pearson,spearman
0,0.32585397863000437,0.2188465613405683
1,0.18672422713196793,0.13784898492684022
2,0.18563025399160166,0.10549655676904297
3,0.1418502964500837,0.11685362090466492
4,0.20055721682529642,0.12080770303113425
5,0.1896411995674978,0.10285143079190988
6,0.19848717372589383,0.08196742327134204
7,0.14170051356007507,0.07235609580260338
8,0.05491568297697534,0.0337465748854552
