lag_weeks,pearson,spearman
0,0.8509779766765214,0.5354729592149758
1,0.7074801374815755,0.4281495259761673
2,0.7125403213030143,0.3855727738995224
3,0.6662407808298594,0.369250479916872
4,0.6037120512925839,0.3730403739577389
5,0.603924703000584,0.3556953454925512
6,0.5603029783341931,0.3673115106847508
7,0.5071432336148839,0.3397691364703531
8,0.456420980817534,0.3137896148870234
