lag_weeks,pearson,spearman
0,0.48846359217036295,0.18181881759796822
1,0.40901847892925264,0.08321192430504558
2,0.3904320996891987,0.10795451112494671
3,0.34098515452531425,0.09955007338022645
4,0.3199387321166625,0.06328762631513878
5,0.2545275621016391,0.06589316416647395
6,0.2626457623726151,0.051275749415025856
7,0.20525053145310243,0.02325899685349344
8,0.2232918309786917,0.06033530184667056
