lag_weeks,pearson,spearman
0,0.8779941616436816,0.8255554211777459
1,0.8266815823477823,0.782190066394423
2,0.7929060444732343,0.7812795398073759
3,0.7735825283494103,0.7701619207360515
4,0.7592989128133671,0.7608644411734382
5,0.7178992428798892,0.7586936578485258
6,0.6793314122480553,0.7591229500313802
7,0.6552497588290416,0.7581679639837929
8,0.621042285390287,0.7494180193418908
