lag_weeks,pearson,spearman
0,0.4874270126630526,0.24365633101849077
1,0.4182190221218372,0.1337110720394995
2,0.30732218979859627,0.09454214317303765
3,0.2583433194879465,0.09288219654214529
4,0.19503496818721527,0.06303204814801062
5,0.11730307212452357,0.06389419391053283
6,0.12214105603943357,0.10098585232111479
7,0.07698053438632299,0.07440045842917684
8,0.10190059755732625,0.09667997910435201
