lag_weeks,pearson,spearman
0,0.37080688100417286,0.4276932867095747
1,0.15265834578602752,0.22260222719314884
2,0.1363659501344231,0.19187876857769526
3,0.12651206906900492,0.1903895544464992
4,0.14460035040770589,0.1823675463274048
5,0.12506563134016904,0.18468036315197664
6,0.1003324844311232,0.13520924315193583
7,0.0648431919354209,0.11282617715757835
8,0.11842106019938237,0.13084576959346206
